Id,SalePrice
1661,363100.28
1662,403692.25
1663,316502.16
1664,251014.78
1665,253134.17
1666,275527.44
1667,234792.17
1668,215796.1
1669,291137.84
1670,320496.84
1671,268213.75
1672,441281.9
1673,290939.53
1674,241399.34
1675,185038.58
1676,192791.98
1677,200281.52
1678,342421.75
1679,386841.6
1680,281785.4
1681,211456.55
1682,310504.97
1683,170020.1
1684,148596.47
1685,186140.78
1686,160718.36
1687,175314.45
1688,184979.75
1689,193165.0
1690,213032.95
1691,190694.03
1692,270353.2
1693,127788.734
1694,189168.9
1695,173038.03
1696,168687.62
1697,167411.7
1698,285372.47
1699,570990.6
1700,248179.83
1701,293620.88
1702,205776.56
1703,216206.08
1704,284731.84
1705,245348.2
1706,202065.22
1707,198696.47
1708,187883.83
1709,234605.0
1710,203634.89
1711,227608.25
1712,227387.42
1713,254466.7
1714,195749.53
1715,210910.3
1716,177788.2
1717,171681.97
1718,131602.22
1719,224085.0
1720,185342.05
1721,152805.4
1722,104838.945
1723,142672.33
1724,197463.9
1725,224158.42
1726,169919.08
1727,151486.39
1728,171243.25
1729,133608.06
1730,116644.75
1731,166250.16
1732,167010.56
1733,123954.77
1734,84137.77
1735,88256.87
1736,120181.484
1737,173550.94
1738,159956.78
1739,151769.64
1740,151803.67
1741,143773.81
1742,189760.52
1743,158698.08
1744,225823.58
1745,183007.78
1746,175716.72
1747,177428.9
1748,205954.3
1749,98038.67
1750,116459.29
1751,280800.3
1752,124852.664
1753,140332.92
1754,178261.3
1755,233719.53
1756,128676.35
1757,126289.1
1758,156171.02
1759,127905.3
1760,147666.23
1761,113496.625
1762,166930.7
1763,173160.78
1764,109256.2
1765,125667.06
1766,168332.0
1767,187542.83
1768,140362.23
1769,166582.34
1770,166770.5
1771,84175.49
1772,118736.69
1773,150640.88
1774,169400.97
1775,137949.53
1776,152320.97
1777,127832.414
1778,144035.72
1779,92155.29
1780,121010.06
1781,118772.3
1782,92090.85
1783,198266.9
1784,145087.08
1785,114915.8
1786,157390.42
1787,218329.66
1788,62645.336
1789,123712.73
1790,113236.5
1791,180755.3
1792,128641.83
1793,66532.695
1794,107799.625
1795,113422.98
1796,99238.36
1797,104175.9
1798,104027.45
1799,96090.86
1800,131474.5
1801,110660.71
1802,125993.42
1803,194642.03
1804,97433.375
1805,117625.56
1806,69601.33
1807,96794.086
1808,129261.1
1809,160534.38
1810,121743.1
1811,94538.164
1812,92179.51
1813,75460.125
1814,105819.5
1815,54018.99
1816,119546.61
1817,150711.69
1818,159450.12
1819,131581.66
1820,96491.03
1821,96909.94
1822,179110.55
1823,66489.73
1824,134208.39
1825,186167.75
1826,139976.16
1827,137252.42
1828,106450.45
1829,103083.516
1830,117218.875
1831,98344.85
1832,62588.824
1833,197588.62
1834,126981.5
1835,52805.574
1836,101913.55
1837,37677.434
1838,74363.555
1839,104996.17
1840,118275.016
1841,125994.375
1842,81631.96
1843,102813.63
1844,168607.55
1845,177345.1
1846,120729.58
1847,291071.56
1848,48001.992
1849,116953.766
1850,113163.21
1851,177546.2
1852,82642.734
1853,141747.67
1854,148090.86
1855,105720.89
1856,193269.69
1857,111936.17
1858,109667.17
1859,103390.52
1860,117143.8
1861,114151.234
1862,267815.8
1863,242787.55
1864,242839.66
1865,283662.4
1866,287573.3
1867,221708.0
1868,278487.03
1869,199724.19
1870,218914.38
1871,223822.1
1872,176975.97
1873,174015.4
1874,87328.91
1875,116357.8
1876,175738.9
1877,197615.47
1878,145305.97
1879,120305.7
1880,93769.69
1881,251329.72
1882,232428.28
1883,193688.64
1884,210056.53
1885,184210.25
1886,271743.4
1887,194084.11
1888,247520.78
1889,158745.97
1890,117109.89
1891,119855.0
1892,67705.516
1893,95071.914
1894,129455.984
1895,139700.44
1896,139782.77
1897,67467.7
1898,97999.14
1899,228107.05
1900,123592.86
1901,108955.516
1902,132829.69
1903,212476.45
1904,96517.42
1905,248288.47
1906,53376.145
1907,179315.22
1908,104029.63
1909,109302.11
1910,123929.67
1911,178035.72
1912,212737.97
1913,195358.11
1914,57854.72
1915,222010.72
1916,12523.976
1917,191590.39
1918,137406.17
1919,129529.61
1920,129429.016
1921,253147.5
1922,268698.84
1923,228882.78
1924,185251.12
1925,237989.03
1926,301949.78
1927,124636.5
1928,127936.125
1929,124218.586
1930,130905.55
1931,91650.516
1932,138736.89
1933,94141.43
1934,149553.22
1935,142332.84
1936,217957.34
1937,146112.77
1938,183851.47
1939,238590.22
1940,194084.22
1941,139181.4
1942,137783.42
1943,177910.45
1944,286657.38
1945,313588.4
1946,39553.918
1947,110185.83
1948,158639.3
1949,219229.38
1950,183161.6
1951,200607.47
1952,222702.75
1953,142878.66
1954,183559.45
1955,124518.266
1956,135951.72
1957,138949.39
1958,257613.62
1959,135529.22
1960,83297.96
1961,153579.55
1962,120127.234
1963,112675.69
1964,109722.164
1965,113534.25
1966,141287.84
1967,275372.53
1968,373745.94
1969,372312.34
1970,384625.78
1971,344801.28
1972,357877.0
1973,224483.67
1974,319505.66
1975,281653.72
1976,272107.3
1977,377284.5
1978,341406.12
1979,294597.75
1980,132838.55
1981,303411.12
1982,210542.95
1983,189915.44
1984,156921.11
1985,219799.3
1986,176472.14
1987,177344.86
1988,182896.86
1989,198960.7
1990,199543.95
1991,207063.84
1992,224077.72
1993,155441.64
1994,170249.1
1995,180144.36
1996,284615.8
1997,211038.84
1998,297491.84
1999,244792.75
2000,288604.2
2001,204955.72
2002,196461.33
2003,258999.25
2004,316307.84
2005,220517.7
2006,207859.2
2007,233206.1
2008,158964.88
2009,203164.62
2010,173188.16
2011,108845.5
2012,166216.4
2013,181725.11
2014,234733.9
2015,169320.02
2016,203400.48
2017,251413.7
2018,80752.01
2019,107022.625
2020,100017.52
2021,75080.266
2022,187244.16
2023,140371.9
2024,374317.7
2025,288089.56
2026,147938.17
2027,141091.22
2028,129427.58
2029,123130.71
2030,244098.17
2031,203617.83
2032,229168.12
2033,239939.1
2034,124836.3
2035,198207.62
2036,168724.03
2037,142333.53
2038,298890.03
2039,166354.84
2040,361742.16
2041,153026.47
2042,197182.19
2043,219887.45
2044,119192.14
2045,144741.83
2046,120532.77
2047,141615.98
2048,154066.73
2049,167847.0
2050,197826.14
2051,114544.75
2052,109725.44
2053,143906.6
2054,43757.105
2055,127616.23
2056,158871.02
2057,104663.82
2058,179239.25
2059,117662.586
2060,208470.22
2061,176129.36
2062,142075.66
2063,115459.164
2064,118307.29
2065,48621.793
2066,237115.3
2067,139700.47
2068,143927.23
2069,81337.28
2070,107043.29
2071,103729.31
2072,140176.78
2073,91498.15
2074,152138.1
2075,161105.84
2076,118558.98
2077,129971.85
2078,129681.06
2079,125787.96
2080,92435.2
2081,92750.66
2082,95427.14
2083,152617.61
2084,130979.29
2085,96344.125
2086,104089.69
2087,100721.46
2088,93657.25
2089,128742.336
2090,108189.95
2091,87578.734
2092,100790.23
2093,58338.406
2094,151355.0
2095,130923.33
2096,75969.914
2097,90544.17
2098,105273.086
2099,56717.05
2100,83016.06
2101,92987.85
2102,149638.69
2103,128073.4
2104,132425.98
2105,132383.53
2106,34356.14
2107,167496.44
2108,117585.734
2109,146445.84
2110,87405.08
2111,77243.68
2112,132623.84
2113,96529.11
2114,61137.145
2115,156624.77
2116,99371.32
2117,100428.39
2118,187998.86
2119,91662.016
2120,73960.84
2121,40165.676
2122,159711.61
2123,65273.93
2124,123985.06
2125,139648.03
2126,189615.89
2127,62428.562
2128,112435.9
2129,56813.594
2130,119317.35
2131,120333.95
2132,76886.86
2133,177595.25
2134,114842.92
2135,82361.29
2136,59103.383
2137,119049.61
2138,143550.95
2139,120112.7
2140,95094.62
2141,126155.586
2142,116336.83
2143,191662.83
2144,113276.414
2145,121641.625
2146,142180.6
2147,148628.72
2148,101215.055
2149,119374.35
2150,276663.97
2151,164952.67
2152,108298.61
2153,162176.83
2154,95858.516
2155,118652.086
2156,194707.22
2157,226905.2
2158,224374.05
2159,274723.38
2160,177369.81
2161,215472.7
2162,314372.56
2163,239938.0
2164,207403.92
2165,169622.97
2166,120121.14
2167,209027.66
2168,165729.84
2169,181234.84
2170,262852.3
2171,171427.48
2172,100343.33
2173,191001.81
2174,200645.78
2175,238801.83
2176,233725.75
2177,185150.64
2178,199289.42
2179,117247.31
2180,129013.86
2181,155965.06
2182,183920.4
2183,179656.55
2184,111993.21
2185,148830.22
2186,120314.586
2187,115377.0
2188,145429.1
2189,1100946.0
2190,75147.69
2191,56925.21
2192,95678.03
2193,79314.11
2194,70333.08
2195,90443.38
2196,107030.52
2197,123143.086
2198,196713.28
2199,201987.89
2200,99353.77
2201,148734.97
2202,144826.4
2203,188072.16
2204,100189.39
2205,87387.42
2206,101459.24
2207,136612.84
2208,228637.45
2209,188220.66
2210,111859.56
2211,78992.79
2212,135826.14
2213,107028.61
2214,105050.55
2215,142701.06
2216,116744.734
2217,7560.0273
2218,116581.89
2219,65612.67
2220,23811.387
2221,223687.47
2222,212326.9
2223,295648.56
2224,214494.72
2225,127559.836
2226,178156.84
2227,232283.66
2228,249232.12
2229,253140.1
2230,161754.02
2231,198212.34
2232,176727.98
2233,123483.73
2234,230181.17
2235,217109.03
2236,247381.7
2237,358544.8
2238,129717.48
2239,52131.51
2240,127250.266
2241,111939.44
2242,119642.836
2243,124580.25
2244,94643.04
2245,94842.7
2246,96535.13
2247,92452.72
2248,113716.31
2249,120876.61
2250,126324.55
2251,131350.72
2252,167420.3
2253,149870.3
2254,160793.03
2255,170510.08
2256,178408.75
2257,205826.89
2258,160131.03
2259,170827.66
2260,38486.1
2261,225480.78
2262,195451.95
2263,308511.06
2264,341339.22
2265,99649.01
2266,259301.92
2267,359140.62
2268,178547.28
2269,145351.48
2270,196780.9
2271,216287.47
2272,137934.58
2273,143419.34
2274,215681.67
2275,95739.89
2276,197384.28
2277,126299.2
2278,130890.5
2279,114313.875
2280,64604.113
2281,131240.7
2282,113054.98
2283,116277.44
2284,121495.42
2285,145313.75
2286,117668.125
2287,279228.22
2288,228301.0
2289,343252.56
2290,389001.9
2291,291346.62
2292,437501.16
2293,380859.2
2294,334875.4
2295,406520.66
2296,298463.84
2297,325143.5
2298,257510.5
2299,318881.72
2300,323565.06
2301,308837.8
2302,242544.08
2303,241517.1
2304,245471.33
2305,175575.84
2306,172038.16
2307,192621.28
2308,146150.42
2309,250125.53
2310,199209.77
2311,192731.58
2312,168441.9
2313,148712.16
2314,142858.86
2315,182842.22
2316,200917.1
2317,176429.7
2318,172362.97
2319,171303.53
2320,156804.89
2321,233786.66
2322,177440.42
2323,200219.67
2324,174969.23
2325,208415.98
2326,197073.14
2327,180269.88
2328,225363.08
2329,188760.6
2330,186900.4
2331,341446.22
2332,454549.7
2333,328482.53
2334,227771.45
2335,253216.05
2336,277052.1
2337,204461.44
2338,258727.7
2339,180238.72
2340,411222.06
2341,188206.61
2342,248257.33
2343,226702.33
2344,221063.05
2345,245284.34
2346,201654.31
2347,191714.78
2348,245923.16
2349,176921.78
2350,280796.47
2351,204881.9
2352,240109.08
2353,181882.16
2354,134626.72
2355,135889.58
2356,127653.15
2357,181787.56
2358,165590.19
2359,139551.78
2360,125202.164
2361,145608.64
2362,264278.38
2363,121737.02
2364,127593.45
2365,198308.3
2366,135458.12
2367,164029.5
2368,156418.1
2369,147084.03
2370,118404.86
2371,160604.48
2372,134402.4
2373,226015.5
2374,210247.25
2375,231778.22
2376,282264.44
2377,450967.66
2378,118845.25
2379,191829.53
2380,150881.97
2381,190877.2
2382,216196.92
2383,185781.12
2384,251068.1
2385,109704.86
2386,109546.27
2387,116706.08
2388,133384.92
2389,88780.25
2390,111758.73
2391,95716.59
2392,121940.89
2393,129434.89
2394,143139.03
2395,176403.27
2396,169041.47
2397,186698.16
2398,111248.64
2399,63797.062
2400,62118.27
2401,49058.727
2402,127499.2
2403,179122.84
2404,198928.78
2405,155178.62
2406,175783.45
2407,124754.48
2408,143511.34
2409,108204.46
2410,144298.3
2411,98007.43
2412,147531.53
2413,142336.4
2414,116321.9
2415,154936.64
2416,141823.52
2417,154980.97
2418,136018.73
2419,125211.3
2420,103499.61
2421,163885.97
2422,107452.086
2423,120626.45
2424,142824.03
2425,233559.75
2426,93845.555
2427,137233.36
2428,222713.25
2429,101975.914
2430,121287.0
2431,94571.42
2432,105287.73
2433,144051.81
2434,93080.01
2435,105875.46
2436,104051.77
2437,101196.95
2438,126675.77
2439,112563.73
2440,121709.414
2441,71688.89
2442,91602.695
2443,186986.9
2444,119547.54
2445,78104.3
2446,164689.6
2447,176725.03
2448,105227.414
2449,106167.11
2450,142679.66
2451,70517.81
2452,180845.05
2453,102658.61
2454,102142.73
2455,64315.062
2456,64560.49
2457,90426.164
2458,132216.83
2459,109357.64
2460,154189.78
2461,118660.96
2462,116061.3
2463,141619.47
2464,179149.33
2465,92752.93
2466,100464.625
2467,110905.17
2468,84020.7
2469,76462.54
2470,235266.17
2471,128793.484
2472,138412.05
2473,66019.414
2474,43931.484
2475,219312.34
2476,150746.08
2477,144795.03
2478,118079.266
2479,91464.234
2480,141063.1
2481,165020.75
2482,128741.44
2483,94051.164
2484,129705.29
2485,102755.54
2486,93820.92
2487,190205.03
2488,142944.62
2489,173856.78
2490,133950.5
2491,49930.688
2492,225326.72
2493,187538.6
2494,122433.67
2495,116554.14
2496,270763.38
2497,172527.33
2498,132818.53
2499,80929.984
2500,89783.55
2501,160313.66
2502,137320.92
2503,38457.566
2504,161926.61
2505,173871.88
2506,235125.7
2507,254406.67
2508,237958.4
2509,192492.03
2510,186527.75
2511,175930.45
2512,218097.34
2513,205136.4
2514,152618.73
2515,129071.69
2516,162833.84
2517,103567.89
2518,89074.75
2519,197523.16
2520,156750.9
2521,198119.47
2522,207056.06
2523,100844.19
2524,112784.52
2525,91471.63
2526,136564.53
2527,127503.48
2528,93657.266
2529,97606.48
2530,126707.54
2531,234779.6
2532,224818.55
2533,200760.08
2534,212090.67
2535,256874.67
2536,155259.78
2537,168340.84
2538,182498.3
2539,170320.9
2540,167164.55
2541,169108.16
2542,158666.78
2543,93594.89
2544,88814.76
2545,116940.42
2546,85969.88
2547,111288.5
2548,123907.06
2549,157884.0
2550,14294506.0
2551,155226.47
2552,180644.1
2553,85859.42
2554,95539.734
2555,113361.984
2556,106125.55
2557,83870.875
2558,60301.74
2559,145809.44
2560,115652.1
2561,187375.73
2562,152518.4
2563,153906.4
2564,194642.97
2565,116316.42
2566,109310.73
2567,154923.6
2568,232282.4
2569,185905.12
2570,106817.79
2571,149650.08
2572,145268.34
2573,211319.83
2574,324012.66
2575,122411.7
2576,94671.45
2577,166613.28
2578,82865.05
2579,57496.574
2580,120613.54
2581,122077.48
2582,117138.31
2583,222592.25
2584,152424.33
2585,177440.6
2586,241744.38
2587,198009.89
2588,136661.16
2589,156395.53
2590,226625.84
2591,395367.06
2592,202331.8
2593,193991.22
2594,161352.25
2595,197838.7
2596,312001.94
2597,174645.6
2598,289532.66
2599,138458.52
2600,364611.78
2601,113037.65
2602,84448.27
2603,106332.234
2604,85458.69
2605,69542.09
2606,147785.53
2607,215040.3
2608,118700.664
2609,173018.25
2610,123310.23
2611,93360.016
2612,138037.03
2613,142465.66
2614,141567.4
2615,178192.0
2616,145322.25
2617,180122.1
2618,154601.64
2619,175922.4
2620,185594.84
2621,150329.14
2622,183948.72
2623,210272.58
2624,272388.8
2625,401413.94
2626,168323.42
2627,199699.98
2628,335741.94
2629,381925.94
2630,295336.0
2631,408253.56
2632,380700.0
2633,256293.62
2634,379581.7
2635,145789.86
2636,135359.06
2637,186254.14
2638,194607.77
2639,186051.64
2640,132813.88
2641,151964.66
2642,121810.27
2643,130255.11
2644,76482.18
2645,110369.89
2646,111062.836
2647,100695.56
2648,132258.62
2649,123052.86
2650,112285.15
2651,134630.88
2652,340821.5
2653,247950.62
2654,207117.4
2655,327212.3
2656,331756.7
2657,309672.56
2658,315315.53
2659,311821.2
2660,328402.94
2661,328298.25
2662,363975.5
2663,267897.84
2664,230394.66
2665,241622.3
2666,244594.34
2667,147680.39
2668,158974.1
2669,179637.34
2670,266712.9
2671,197948.72
2672,192255.25
2673,187191.98
2674,166237.44
2675,170373.22
2676,209266.69
2677,183981.2
2678,224815.38
2679,249559.16
2680,240924.67
2681,429353.56
2682,289441.2
2683,1022571.1
2684,260391.2
2685,493050.8
2686,202885.92
2687,285688.03
2688,206351.42
2689,198113.36
2690,384962.12
2691,183223.53
2692,119976.46
2693,191849.84
2694,114636.85
2695,197357.39
2696,185769.4
2697,186982.61
2698,148585.03
2699,173411.53
2700,161628.97
2701,143864.48
2702,104098.49
2703,97282.34
2704,116827.836
2705,95298.34
2706,66811.24
2707,123611.69
2708,121589.55
2709,93907.51
2710,106445.266
2711,418537.2
2712,377425.44
2713,138639.83
2714,131807.72
2715,175663.33
2716,134473.78
2717,147217.48
2718,163857.78
2719,107402.95
2720,117560.83
2721,136757.38
2722,132000.55
2723,115720.21
2724,151889.08
2725,142703.6
2726,125821.56
2727,74640.086
2728,250083.7
2729,132479.72
2730,127950.2
2731,135980.19
2732,130890.766
2733,117547.734
2734,94501.734
2735,136233.84
2736,117568.27
2737,92692.7
2738,167558.66
2739,183263.6
2740,149639.22
2741,108523.29
2742,141758.78
2743,115093.61
2744,170961.6
2745,118620.7
2746,142421.42
2747,293997.34
2748,107447.08
2749,141638.4
2750,124536.836
2751,160956.44
2752,146617.97
2753,131006.96
2754,133314.66
2755,154780.25
2756,73606.03
2757,44158.293
2758,101637.91
2759,143032.78
2760,77694.18
2761,179677.27
2762,138282.81
2763,152921.53
2764,118522.5
2765,380273.62
2766,89898.414
2767,49736.555
2768,113566.54
2769,141690.95
2770,138768.42
2771,96027.766
2772,104320.805
2773,153389.75
2774,101643.33
2775,79923.8
2776,169266.48
2777,144572.5
2778,80362.42
2779,140457.58
2780,50689.617
2781,98358.61
2782,108920.125
2783,82919.89
2784,139621.4
2785,135216.3
2786,83399.24
2787,99387.32
2788,110970.69
2789,169784.5
2790,93406.375
2791,114047.9
2792,32374.594
2793,81209.06
2794,67114.914
2795,108182.67
2796,69819.92
2797,90532.33
2798,71320.64
2799,83699.38
2800,97357.055
2801,72229.234
2802,88858.73
2803,99633.92
2804,83931.07
2805,131094.9
2806,112363.1
2807,123254.11
2808,167147.4
2809,99556.58
2810,110851.04
2811,223365.03
2812,125212.64
2813,186506.23
2814,140209.28
2815,55539.4
2816,171465.48
2817,99367.35
2818,113891.96
2819,159706.0
2820,172015.8
2821,68176.31
2822,260373.66
2823,402630.78
2824,230705.34
2825,172068.72
2826,150741.72
2827,131119.6
2828,246638.83
2829,228402.4
2830,168392.97
2831,176805.56
2832,202963.95
2833,279932.44
2834,227517.47
2835,198496.47
2836,202209.9
2837,103865.16
2838,117292.85
2839,143995.34
2840,187405.86
2841,215516.16
2842,225560.3
2843,164023.0
2844,159200.47
2845,96394.24
2846,215529.05
2847,148835.58
2848,194392.33
2849,190357.22
2850,288428.7
2851,150815.53
2852,227358.28
2853,203979.33
2854,133793.78
2855,196218.83
2856,185981.34
2857,190356.28
2858,167145.3
2859,86368.164
2860,65238.324
2861,150467.4
2862,198133.72
2863,119028.9
2864,200023.08
2865,149973.19
2866,112230.4
2867,87187.414
2868,56648.6
2869,51410.883
2870,141239.34
2871,77878.055
2872,41323.555
2873,88392.2
2874,129471.25
2875,71686.67
2876,210737.4
2877,167338.11
2878,116433.08
2879,132147.6
2880,113198.875
2881,76614.11
2882,152816.83
2883,150731.19
2884,201984.66
2885,218144.67
2886,268203.62
2887,97033.49
2888,194426.28
2889,50736.273
2890,120315.77
2891,162777.39
2892,39837.254
2893,65653.09
2894,41840.22
2895,250810.28
2896,222030.42
2897,245581.17
2898,145716.52
2899,208222.34
2900,154434.2
2901,147300.86
2902,151383.69
2903,329946.38
2904,340812.6
2905,40505.164
2906,160461.52
2907,110893.55
2908,143620.64
2909,149099.72
2910,89986.01
2911,80969.57
2912,116219.36
2913,74763.23
2914,74828.664
2915,80607.08
2916,78810.85
2917,152587.6
2918,102071.984
2919,191700.6
